"156","Chad Ryland","K","ARI","17","11","10","7","10","3","11","12","BYE","10","2","4","6","7","5","2","17","2","11","7.6","130"
"156","Pittsburgh Steelers","DST","PIT","17","2","5","16","10","BYE","10","1","-4","18","5","21","10","5","4","7","5","10","5","7.6","130"
"158","Colby Parkinson","TE","LAR","15","-0.6","-","0","3.7","0","-","7.7","BYE","3","14.1","9.4","14.1","6.7","12.2","24.5","4.1","11.3","19.6","8.7","129.8"
"159","Jayden Higgins","WR","HOU","17","5.2","3.8","1.5","9.4","7.2","BYE","0","13.4","1.4","15.2","9.5","13.8","11.5","6.4","1.4","2.7","16.8","10.3","7.6","129.5"
"160","Blake Grupe","K","IND","16","7","3","7","9","16","16","2","4","4","5","BYE","4","-","7","15","11","5","14","8.1","129"
"161","Jordan Mason","RB","MIN","16","8.5","5.8","23.6","10.2","12.6","BYE","11.7","1.6","4.7","4.1","10.5","4.2","5.8","11.2","2.9","2.1","-","9.4","8.1","128.9"
"162","Luther Burden III","WR","CHI","15","0.7","1.5","19.8","1.6","BYE","9.1","3.1","0.9","-","8.1","5.7","9.1","7.6","11","14.4","-","27.8","7.5","8.5","127.9"
"163","Marvin Harrison Jr.","WR","ARI","12","18.1","4.7","7.4","18.6","13.8","5.2","7.8","BYE","22.6","14.3","-","-","12.9","-","-","2.4","0","-","10.7","127.8"
"164","Theo Johnson","TE","NYG","15","1.5","7.4","2","10.7","21.3","4.7","15.6","5","11.7","14.5","6.6","10.7","5.9","BYE","10.2","0","-","-","8.5","127.8"
"165","Cam Skattebo","RB","NYG","8","2.9","13.9","24.1","13","14.4","31","18.4","10","-","-","-","-","-","BYE","-","-","-","-","16","127.7"
"166","New England Patriots","DST","NE","17","7","13","2","11","8","5","19","11","1","2","5","10","11","BYE","-2","5","7","12","7.5","127"
"166","Nick Folk","K","NYJ","16","10","6","10","11","7","12","7","12","BYE","9","2","5","11","4","11","6","4","-","7.9","127"
"168","Zach Ertz","TE","WAS","13","11.6","18.4","6.8","6.1","0","16.3","12.7","5.6","8.6","9.4","8.2","BYE","20.6","2.1","-","-","-","-","9.7","126.4"
"169","Chimere Dike","WR","TEN","17","0.9","2.8","3.5","-0.4","3.7","2.8","16.9","16.4","7.5","BYE","3.4","21.4","-0.1","13.4","5","13","10.2","5.7","7.4","126.1"
"169","Dalton Kincaid","TE","BUF","12","14.8","7.7","17.6","9.8","16.8","-","BYE","3.3","22.1","5.7","-","-","-","14.1","6.4","0","-","7.8","10.5","126.1"
"171","Chuba Hubbard","RB","CAR","15","17.9","18.7","9.6","9.9","-","-","7.5","9.4","1.7","2.5","3.8","8.3","20.4","BYE","4.8","4.4","2.8","3.7","8.4","125.4"
"172","Kayshon Boutte","WR","NE","14","16.3","8.6","4.8","2.8","7.3","26.3","13.5","16.5","0","-","-","3.5","13.5","BYE","4","2.6","-","4.4","8.9","124.1"
"173","Chig Okonkwo","TE","TEN","17","4.9","7.5","11.6","1.4","8.8","10.6","0","9.3","3","BYE","8.6","7","6.9","4","7.3","16.4","14.5","2.2","7.3","124"
"174","Michael Penix Jr.","QB","ATL","9","24","5.3","5.8","19.7","BYE","14.6","12.2","-","22.7","11","7.9","-","-","-","-","-","-","-","13.7","123.3"
"175","Tyler Allgeier","RB","ATL","17","2.4","15","1.4","11.1","BYE","10.8","1.6","9.4","0.6","17.7","9.6","5.9","13.5","8.7","1.8","8.3","2.3","2.9","7.2","123"
"176","Blake Corum","RB","LAR","17","2.6","10.4","5.3","3.6","1.3","2.3","5.3","BYE","5.8","5.6","1.5","2.4","14.1","26.1","13.1","13.1","1.8","7.9","7.2","122.2"
"177","Cade Otton","TE","TB","16","0","5.5","0","3.9","12.1","10.1","13.5","8","BYE","17.2","4.8","6.1","2.9","4.9","-","3.5","7.3","22.4","7.6","122.2"
"178","Atlanta Falcons","DST","ATL","17","1","21","3","4","BYE","9","4","0","10","10","4","16","2","0","6","5","16","11","7.2","122"
"179","Jerry Jeudy","WR","CLE","17","11.6","9.1","2.7","7.8","3.5","9.3","3.7","0","BYE","19.8","5.1","2.9","5.6","16.6","4.2","4.2","10.4","4.2","7.1","120.7"
"180","Aaron Jones Sr.","RB","MIN","12","15.7","2.3","-","-","-","BYE","-","5","11.8","15.9","11.1","8.7","4.5","7.6","9.5","11.3","15.3","-","9.9","118.7"
"181","Brenton Strange","TE","JAC","12","9.9","4.7","12.1","10.5","3.2","-","-","BYE","-","-","-","14.3","13.5","5.7","3.6","14.9","8.4","17.2","9.8","118"
"181","New Orleans Saints","DST","NO","17","8","5","-2","4","18","1","3","6","1","12","BYE","11","6","3","4","19","12","7","6.9","118"
"183","Kimani Vidal","RB","LAC","13","-","-","-","0","2.9","22.8","7.5","19.7","3","17.8","3.2","BYE","20.7","11.4","5.8","1.1","-","2","9.1","117.9"
"184","Cooper Kupp","WR","SEA","16","3.5","16","5.1","6.6","11.9","12","3.2","BYE","-","9.4","5.3","4.4","5.4","11.5","9.6","6.9","1.6","4.9","7.3","117.3"
"185","Jayden Daniels","QB","WAS","7","20.1","19.7","-","-","17.1","22.6","17.7","-","16.2","-","-","BYE","-","3.7","-","-","-","-","16.8","117.3"
"186","Tucker Kraft","TE","GB","8","9.9","24.4","5.9","10.6","BYE","12.3","16.8","33.3","4","-","-","-","-","-","-","-","-","-","14.7","117.2"
"187","Malik Washington","WR","MIA","17","4.9","9.5","6.2","4.1","4","6.3","8","13.6","7.1","9.3","7.2","BYE","7","4","2","10.2","1.5","11.8","6.9","116.7"
"188","Elic Ayomanor","WR","TEN","16","3.3","15.6","13.8","6.4","3.8","5.7","4.9","9.2","7.6","BYE","3.1","-","1.5","8.4","2.7","8.8","13.7","8","7.3","116.5"
"189","Jake Elliott","K","PHI","17","8","12","3","7","5","6","4","9","BYE","4","11","3","4","17","7","3","8","5","6.8","116"
"190","J.K. Dobbins","RB","DEN","10","14.8","15.5","15.3","11.5","15.4","4","9","14.1","6.9","9.4","-","BYE","-","-","-","-","-","-","11.6","115.9"
"191","Chicago Bears","DST","CHI","17","11","-4","11","10","BYE","9","13","1","5","7","5","6","5","2","18","5","5","6","6.8","115"
"192","Terry McLaurin","WR","WAS","10","4.7","9.8","10.4","-","-","-","-","14.4","-","-","-","BYE","22.6","7.1","15.9","8.3","11.3","9.7","11.4","114.2"
"193","Ryan Flournoy","WR","DAL","15","-","0","4.1","4.6","18.4","6.3","0","1.7","9.2","BYE","7.2","0","6.4","26.5","8","9.8","-","11.8","7.6","114"
"194","Pat Freiermuth","TE","PIT","17","5.8","6.1","1.6","0","BYE","2.1","28.1","4.3","11.7","6.3","2.9","10.9","0","2.9","7.5","6","9.3","8.1","6.7","113.6"
"195","Mack Hollins","WR","NE","15","1.3","7.8","6.7","7.4","0","4.8","7.3","15.9","2.9","16.6","10.4","5","5.3","BYE","8.1","13.9","-","-","7.6","113.4"
"196","Brandon McManus","K","GB","14","9","11","4","12","BYE","-","-","9","8","1","-","12","8","4","16","10","6","3","8.1","113"
"197","T.J. Hockenson","TE","MIN","15","4.5","2.2","15.9","7.9","9.8","BYE","10.3","4.6","9.1","2.8","6.9","5.9","11.9","9.2","10.6","1.2","-","-","7.5","112.8"
"198","Andre Szmyt","K","CLE","17","5","5","9","4","5","11","7","1","BYE","9","11","8","0","5","5","9","9","9","6.6","112"
"199","Tyjae Spears","RB","TEN","13","-","-","-","-","1.4","9","7","17.2","9.2","BYE","8.4","6.5","8.4","6.7","5.6","21.5","1.1","9.7","8.6","111.7"
"200","Ryan Fitzgerald","K","CAR","17","5","4","15","1","10","14","7","4","5","1","10","3","7","BYE","6","13","4","2","6.5","111"
"200","Los Angeles Chargers","DST","LAC","17","2","13","3","6","3","8","-3","11","5","15","-2","BYE","8","12","13","4","5","8","6.5","111"
"202","Buffalo Bills","DST","BUF","17","0","10","2","6","6","4","BYE","17","5","3","4","6","15","10","4","8","5","5","6.5","110"
"203","Xavier Worthy","WR","KC","14","0","-","-","17.1","11.1","10.6","7.8","10.3","6","BYE","5.5","9.9","11.4","8.5","5.5","6.1","0.1","-","7.9","109.9"
"204","Devin Singletary","RB","NYG","17","0.9","1","1.1","2.8","3.4","1","0.2","3.8","7.1","10.3","17.7","4.7","19.2","BYE","2.4","5.6","17","10.6","6.4","108.8"
"205","Kirk Cousins","QB","ATL","10","-","-","1.2","-","BYE","-","-","7.1","-","-","2.1","15.5","13.4","4.5","26.9","18.6","9.1","10.2","10.9","108.5"
"206","Matt Prater","K","BUF","15","12","14","8","7","9","2","BYE","12","4","1","8","8","8","7","5","-","-","3","7.2","108"
"207","Sam LaPorta","TE","DET","9","13.9","5.6","7.3","6.9","20.2","16.5","4.5","BYE","21.7","10.3","-","-","-","-","-","-","-","-","11.9","106.9"
"208","Spencer Rattler","QB","NO","9","11.5","21.7","12.7","13.9","16.1","11.1","13.5","3.6","-","-","BYE","-","-","-","0","-","-","-","11.6","104.1"
"209","Dawson Knox","TE","BUF","17","4","3.9","0","0","3.5","8.9","BYE","2.5","4","6.7","3.3","4.7","5.8","17.3","18.7","2","8","10.4","6.1","103.7"
"210","Carolina Panthers","DST","CAR","17","2","3","22","-3","3","0","17","-2","9","5","2","7","13","BYE","6","5","7","7","6.1","103"
"210","Daniel Carlson","K","LV","17","11","12","4","6","6","10","0","BYE","5","1","11","5","2","6","0","3","5","16","6.1","103"
"212","Evan Engram","TE","DEN","16","5.1","2.2","-","6.9","13.3","9.9","9.2","7.6","0","3.2","7.3","BYE","13.9","2.8","2.2","5.6","6.1","7.5","6.4","102.8"
"213","Keon Coleman","WR","BUF","13","25.2","5.6","5","7.5","10.3","4.1","BYE","6","3.7","13.6","-","-","8.9","3.6","0","-","-","8.9","7.9","102.4"
"214","Jalen Nailor","WR","MIN","17","3.8","6.1","6.7","9.2","7.2","BYE","5.7","0","2.6","23.4","2.6","0","0","6","19.5","0","0","7.9","5.9","100.7"
"214","Alvin Kamara","RB","NO","11","13.7","16","6.6","11.2","9.5","12.6","5.9","6.5","0.7","14.5","BYE","3.5","-","-","-","-","-","-","9.2","100.7"
"216","Ty Johnson","RB","BUF","17","2.4","0.6","3.1","0","1","2.6","BYE","0.6","10","4.6","15","8.2","5.5","5.9","5.8","7.6","7.8","19.6","5.9","100.3"
"217","Garrett Wilson","WR","NYJ","7","22.5","9","24.4","20.2","19.1","4.3","-","-","BYE","0","-","-","-","-","-","-","-","-","14.2","99.5"
"218","Michael Carter","RB","ARI","13","-","-","-","0.1","18.3","8.4","5.6","BYE","-","0.4","7.8","8.8","11.4","5.1","13.4","6.5","6.3","6.9","7.6","99"
"218","Tampa Bay Buccaneers","DST","TB","17","2","4","14","4","0","11","8","26","BYE","2","2","0","7","5","2","2","3","7","5.8","99"
"218","Indianapolis Colts","DST","IND","17","13","1","15","5","17","4","7","7","5","5","BYE","8","5","1","2","-1","6","-1","5.8","99"
"221","Darius Slayton","WR","NYG","14","0","8.1","7","7.4","4.1","-","-","4.6","11.2","12.9","-","3.3","14.1","BYE","9.3","1.8","5.6","9.4","7.1","98.8"
"222","Xavier Hutchinson","WR","HOU","17","5.5","4.9","4.6","3.7","16.8","BYE","2.3","17.9","6","0","7.2","0.9","5.9","0","2.6","1.4","4.9","13.4","5.8","98"
"223","Baltimore Ravens","DST","BAL","17","-3","15","-4","-3","-2","5","BYE","4","15","8","9","11","2","0","23","7","6","4","5.7","97"
"223","Detroit Lions","DST","DET","17","0","8","8","19","10","2","12","BYE","7","2","2","3","-1","10","0","4","7","4","5.7","97"
"225","Zane Gonzalez","K","ATL","9","-","-","-","-","BYE","-","-","-","-","6","12","15","8","10","6","10","13","16","10.7","96"
"226","DeMario Douglas","WR","NE","17","8.2","1.8","2.7","0","3.7","16.1","4.7","5.7","20","5.4","6.1","6.1","6.3","BYE","0.5","1.6","2","4.9","5.6","95.8"
"227","Miami Dolphins","DST","MIA","17","0","8","1","8","7","2","2","7","1","13","9","BYE","11","16","2","-2","12","-2","5.6","95"
"228","Shedeur Sanders","QB","CLE","8","-","-","-","-","-","-","-","-","BYE","-","2.5","11.3","10.6","34.5","6.5","13.2","11.4","5","11.9","94.9"
"229","Emanuel Wilson","RB","GB","17","0.4","0","2.5","11.1","BYE","1.7","2.5","11.7","2.7","1.4","13.9","26.5","1.4","1","0.3","8.2","3.4","5.8","5.6","94.5"
"230","Jake Tonges","TE","SF","16","10.5","7.1","4.1","14.8","17.1","11.8","0","7.2","0","0","0","0","0","BYE","0","1.7","19","-","5.8","93.3"
"231","Marvin Mims Jr.","WR","DEN","16","2.2","10.4","1.4","20.5","3.9","4.8","15.8","1.8","0","-","0.2","BYE","3.7","7.7","7.7","5.9","4","3","5.8","93"
"232","Bam Knight","RB","ARI","12","-","0","-","0","9.4","12.4","9.4","BYE","6.7","4.3","14.5","13.2","16.8","6.4","-0.2","-","-","-","7.7","92.9"
"233","Tez Johnson","WR","TB","16","0","-","0","2.3","10.1","11.5","15.8","9.3","BYE","20.2","1.6","12.3","1.5","0","0","0.9","3.9","3.2","5.8","92.6"
"234","Kendrick Bourne","WR","SF","16","-","6.2","7.8","2.7","24.2","19.2","3.4","7.4","5.4","2.9","0","0","0","BYE","3.7","5.7","3.5","0","5.8","92.1"
"235","Chris Rodriguez Jr.","RB","WAS","13","-","-","3.9","5.9","0.7","0","7.2","0.2","12.5","7.6","9.5","BYE","10.1","5.2","-","13.9","-","15.3","7.1","92"
"235","Kansas City Chiefs","DST","KC","17","3","3","12","8","7","2","13","10","2","BYE","2","1","1","4","7","2","4","11","5.4","92"
"237","Gunnar Helm","TE","TEN","16","2.6","2.9","5.7","2.2","7.4","3.5","7.6","10.3","2.5","BYE","6.9","11.1","8.3","1.8","14.9","2.9","1.1","-","5.7","91.7"
"238","Sean Tucker","RB","TB","17","0.2","0","0","0","2.9","8.5","1.6","10.2","BYE","6.1","34","5.6","0","8.9","6.7","6.3","0.8","-0.4","5.4","91.4"
"239","Matt Gay","K","FA","12","3","6","14","18","9","8","2","-","2","5","7","9","8","-","-","-","-","-","7.6","91"
"240","Jalen Coker","WR","CAR","11","-","-","-","-","-","-","0","6.6","1.9","5.1","11.2","6.2","17.4","BYE","14","7.7","3.6","16.7","8.2","90.4"
"241","Andrei Iosivas","WR","CIN","17","0","2.2","0","3.7","13.2","1.5","7.9","0","18","BYE","5","10.6","9.9","3.7","0","3.1","8.1","3","5.3","89.9"
"242","Xavier Legette","WR","CAR","15","4","0.8","-","-","11.1","3.1","24.2","3.7","3.2","0","18.3","5.2","1.1","BYE","5.9","2.2","1.3","5.2","6","89.3"
"243","Mason Taylor","TE","NYJ","13","3","1.5","5.8","11.5","17.7","1.2","6.1","14.4","BYE","1.4","7","5.1","4.1","10.1","-","-","-","-","6.8","88.9"
"244","Darren Waller","TE","MIA","9","-","-","-","17.7","18.8","9.2","0","-","-","-","-","BYE","6.7","2.7","25.6","7","1","-","9.9","88.7"
"245","Bhayshul Tuten","RB","JAC","15","1.1","15.4","8.1","3.2","2.1","4.8","2.2","BYE","9.6","2","13.4","1.7","8.9","-1.5","9.3","-","-","8.3","5.9","88.6"
"245","Ricky Pearsall","WR","SF","10","14.8","9.2","19.7","8.6","-","-","-","-","0","-","1","2.8","3.4","BYE","15.6","-","13.5","-","8.9","88.6"
"247","Nick Chubb","RB","HOU","15","6","15.2","7","8.2","12.1","BYE","2.1","8.9","3.4","6.2","1.7","2.5","9.4","0.3","-","5.2","0.1","-","5.9","88.3"
"248","Adonai Mitchell","WR","NYJ","16","4.1","4","0","10.6","0","-","1.8","0","1.7","-","2","6.2","24.2","3.4","17.4","7.3","5.2","0","5.5","87.9"
"249","Dylan Sampson","RB","CLE","15","17.3","10.9","0.2","-0.2","1.2","4.4","2.7","7.9","BYE","0.9","1.9","16.2","2.3","9.8","-","-","5.7","6.4","5.8","87.6"
"250","Isiah Pacheco","RB","KC","13","4.8","3.9","5.8","12.8","8.6","6.1","12.4","5.8","-","BYE","-","-","5.3","3","2.1","13.5","3.2","-","6.7","87.3"
"251","Tennessee Titans","DST","TEN","17","10","4","-4","2","15","5","4","-1","20","BYE","5","6","3","7","0","10","3","-2","5.1","87"
"252","David Njoku","TE","CLE","12","6.7","8","9","3.1","18.7","5.8","-","13.7","BYE","10.1","1.7","0","2.4","7.1","-","-","-","-","7.2","86.3"
"253","Calvin Austin III","WR","PIT","14","17","3.2","12.4","3.3","BYE","-","-","6.8","10.6","3.4","1.5","7.6","0","4.1","0","1.8","-","14.5","6.2","86.2"
"254","Jonnu Smith","TE","PIT","17","12.5","6.7","5.3","2.6","BYE","5.8","11.8","3.7","5.5","1.4","0","5.8","1.6","0","10.6","2.8","7.7","1.4","5","85.2"
"255","Olamide Zaccheaus","WR","CHI","16","8.2","4.1","6.6","9.1","BYE","4.8","2.9","10.3","17.8","1.5","0","1.6","3.9","8.7","0","5.3","-","0","5.3","84.8"
"255","Mike Evans","WR","TB","8","10.1","10.6","13.3","-","-","-","0","-","BYE","-","-","-","-","-","19.2","14.1","12.1","5.4","10.6","84.8"
"257","KaVontae Turpin","WR","DAL","15","4.7","15.3","8.8","6.4","-","-","2.7","0.8","3.3","BYE","1","4.2","8.1","5","3.2","4.7","15.6","0.7","5.6","84.5"
"258","Chris Godwin Jr.","WR","TB","9","-","-","-","5.6","5.6","-","-","-","BYE","-","-","2.9","10.8","10.5","14","8","23.8","1.8","9.2","83"
"259","Darnell Mooney","WR","ATL","15","-","4","8.4","2.5","BYE","-","9.8","2.1","2.5","2.7","6.4","16.4","4.5","1.6","6.5","4.4","5.5","5","5.5","82.3"
"260","Sterling Shepard","WR","TB","13","6.9","7.4","12","4","11.9","7.1","7.5","1.8","BYE","6.1","10.1","4.2","1.5","1.5","-","-","-","-","6.3","82"
"260","Harrison Mevis","K","LAR","9","-","-","-","-","-","-","-","BYE","-","6","3","13","4","9","12","14","6","15","9.1","82"
"262","Jake Moody","K","WAS","9","5","-","-","-","-","16","14","-","-","-","-","BYE","8","0","13","4","13","8","9","81"
"263","Tyquan Thornton","WR","KC","14","6.1","13.9","18.1","8.1","12","0","4.9","0","0","BYE","7.1","0","0","3.9","6.7","-","-","-","5.8","80.8"
"264","Kyler Murray","QB","ARI","5","18.3","15","14.1","18.1","15.3","-","-","BYE","-","-","-","-","-","-","-","-","-","-","16.2","80.8"
"265","Cincinnati Bengals","DST","CIN","17","7","5","-1","1","2","3","3","-4","6","BYE","1","10","12","4","7","6","5","12","4.6","79"
"265","Green Bay Packers","DST","GB","17","10","5","8","-3","BYE","2","8","5","4","6","7","18","3","3","1","0","-3","5","4.6","79"
"267","Cole Kmet","TE","CHI","16","4.1","4.9","8","7.6","BYE","1","2.6","-","2","1.5","9.5","1.3","12.6","6.2","4.8","3.4","3.6","5.6","4.9","78.7"
"268","San Francisco 49ers","DST","SF","17","9","5","5","0","7","0","8","2","2","-3","6","9","11","BYE","0","12","-1","6","4.6","78"
"269","Samaje Perine","RB","CIN","15","2.6","0","0.1","0.4","4.9","5.2","3.1","17","0.5","BYE","-","-","5.4","4.8","5.3","12.1","8.3","8.2","5.2","77.9"
"270","Arizona Cardinals","DST","ARI","17","5","13","6","5","7","2","1","BYE","15","6","-1","17","3","-4","-1","7","-1","-3","4.5","77"
"270","New York Giants","DST","NYG","17","3","1","2","7","1","8","1","0","3","0","2","4","2","BYE","5","15","18","5","4.5","77"
"272","Washington Commanders","DST","WAS","17","9","2","11","2","13","5","-1","6","-2","-2","4","BYE","3","3","9","3","5","6","4.5","76"
"273","Isaac TeSlaa","WR","DET","17","8.3","3.9","0","0","8.2","0","0","BYE","0","2.1","0","0","11.5","10","0","15.2","13.9","2.8","4.5","75.9"
"274","Dontayvion Wicks","WR","GB","14","5","8.4","4.1","3.9","BYE","3.5","1.5","-","-","7.8","1.9","5.2","28","0","1.6","3.2","1.7","-","5.4","75.8"
"275","Carson Wentz","QB","MIN","5","-","-","15.3","23.2","14.7","BYE","13.3","8.8","-","-","-","-","-","-","-","-","-","-","15.1","75.3"
"276","Greg Dortch","WR","ARI","12","0.8","2.1","2.8","7.9","3.2","9.9","2.5","BYE","0.9","6.2","18.6","16.8","3.4","-","-","-","-","-","6.3","75.1"
"277","Las Vegas Raiders","DST","LV","17","10","5","-1","3","-4","16","0","BYE","2","10","2","5","4","3","0","1","1","18","4.4","75"
"278","Pat Bryant","WR","DEN","15","0","3.8","0","0","0","4.2","1.6","12","4","5.3","13.2","BYE","7.2","7.2","-","9.2","-","7.1","5","74.8"
"278","Noah Fant","TE","CIN","15","12.6","5.8","5.6","-","0","6.7","14.4","7.1","10.8","BYE","6.6","1.9","1.3","2.5","0","-","0","-0.5","5","74.8"
"280","Michael Mayer","TE","LV","13","7.8","2.9","0","-","-","16","2","BYE","5.6","5.2","4.3","2.4","-","-","0","2","17.9","7.7","5.7","73.8"
"281","JuJu Smith-Schuster","WR","KC","17","10.5","1.5","9.5","13.6","3.7","8.7","6.5","4.9","1.2","BYE","0","1.8","0","1.5","0","2.2","4.6","3.3","4.3","73.5"
"282","Darnell Washington","TE","PIT","16","0","2","0","5","BYE","9.2","9.2","0","8.3","2.5","10.7","4.2","6.5","2.2","5.5","4.6","3.5","-","4.6","73.4"
"283","Tyler Lockett","WR","LV","17","0","2.9","7.7","0","7.6","1","3.8","BYE","0","9.4","6.3","10.2","2.1","7.1","3","1.6","8.9","1.5","4.3","73.1"
"284","Jeremy McNichols","RB","WAS","17","2.5","0","13.8","1.3","2.8","6.5","6.5","11.8","0","3.9","4.9","BYE","5","1.2","1.2","5.2","4","2.1","4.3","72.7"
"285","Dillon Gabriel","QB","CLE","10","-","4.8","-","0","16.1","8.8","5.8","13.5","BYE","20.1","2.9","-","0","-","-","0","-","-","7.2","72.1"
"286","John Metchie III","WR","NYJ","16","0","1","1.8","3","0","0","-","0","BYE","0.6","13.5","18.5","5.7","7.4","6.9","1.4","7.1","5","4.5","71.9"
"287","Isaiah Davis","RB","NYJ","16","1.8","1.6","0","4.7","6.3","1.1","5.2","17.9","BYE","2.1","1.1","0.7","0","2.2","13.5","10","3","-","4.5","71.2"
"288","Tyler Higbee","TE","LAR","10","0","7.7","0","4.5","-","14","4.9","BYE","10.3","6.3","3.3","-","-","-","-","-","-","20.1","7.1","71.1"
"289","Mike Gesicki","TE","CIN","13","2.4","4.8","1.6","1.8","3.5","0","-","-","-","BYE","-","7.5","3.9","20.6","2.1","12.5","6.7","3.3","5.4","70.7"
"290","Matthew Golden","WR","GB","14","3.6","1.5","10.1","11.3","BYE","13.2","7.7","3.4","2.9","-","3.4","-","-","0","8.5","0.4","2.2","1.8","5","70"
"290","Van Jefferson","WR","TEN","16","0","3","1.8","1.6","0","11.5","8.1","1.6","3.1","BYE","11.2","2.1","5","3.7","5.3","4.4","7.6","-","4.4","70"
"292","Davis Mills","QB","HOU","6","-","-","-","-","1.2","BYE","-","-","6.2","28.7","16.4","14.5","-","-","-","-","-","2.6","11.6","69.6"
"293","Tre Harris","WR","LAC","17","2.1","5.4","0","0","0","6.7","4.3","8.8","3.8","2.4","2.2","BYE","6","3.1","7.9","9.4","2.5","4.8","4.1","69.4"
"294","Jaylin Noel","WR","HOU","17","1.7","0","1.4","1","9.8","BYE","11.7","11.3","-0.3","7.5","2.2","1.9","0","3.3","0","0","14.6","2.3","4","68.4"
"295","DeAndre Hopkins","WR","BAL","17","11.5","14.4","2.3","0","6.6","4","BYE","2.4","0","3.6","2.1","3.3","4.5","0","4.2","8.1","0","0","3.9","67"
"296","Kalif Raymond","WR","DET","15","3.6","3.3","1.4","9.3","0","0","4.7","BYE","0","9.9","0","5.7","-","-","3","16.2","1.5","8.2","4.5","66.8"
"297","Devaughn Vele","WR","NO","13","2.3","7.3","-","0","3.3","0","0","2","0","2.5","BYE","6.7","23.3","7","11.9","-","-","-","5.1","66.3"
"298","Justice Hill","RB","BAL","10","-0.1","5.5","7.5","28.7","2.2","9.4","BYE","0.2","3.5","8.3","-","0","-","-","-","-","-","-","6.5","65.2"
"299","Tory Horton","WR","SEA","8","0","11.2","18.2","2","12.9","0","0","BYE","20.8","-","-","-","-","-","-","-","-","-","8.1","65.1"
"300","Tyrod Taylor","QB","NYJ","6","-","8.3","17.7","-","-","-","4.1","-","BYE","-","-","13.8","21.3","-0.8","-","-","-","-","10.7","64.5"
"301","Ray Davis","RB","BUF","17","1.1","2.4","0","0.3","0.1","9.9","BYE","1.6","0","0.8","0","6","6.2","0","2.3","5.4","2.6","25.4","3.8","64.1"
"302","Tommy Tremble","TE","CAR","17","1.2","5","3.6","15.2","1.7","7.9","1","1.4","0","0","6.4","0","1.2","BYE","3.3","1.6","1.6","12.8","3.8","63.9"
"303","Travis Hunter","WR","JAC","7","9.3","5.2","3.1","7.2","9.4","5.5","24.1","BYE","-","-","-","-","-","-","-","-","-","-","9.1","63.8"
"304","Brashard Smith","RB","KC","17","0","0.2","1.3","6.6","6.6","5.1","13.1","0.8","0.7","BYE","2.8","6.6","0","0.7","0.1","1.4","9.5","7.8","3.7","63.3"
"305","Greg Dulcich","TE","MIA","10","-","-","-","-","-","-","-","0","9.9","3.2","3.8","BYE","4.4","7.1","6.6","5.6","16.1","6.1","6.3","62.8"
"306","Davis Allen","TE","LAR","17","8.3","7.8","1.3","1","4.4","1.7","1.4","BYE","6.7","8.8","0","5.9","1.4","4.1","4.6","5.4","0","0","3.7","62.8"
"307","Brian Robinson Jr.","RB","SF","17","4.7","2.9","2.2","2.1","1.2","3.8","3.6","0","11.3","11.5","2.4","5.4","2.6","BYE","2.1","2","3.8","0.9","3.7","62.5"
"308","Michael Badgley","K","FA","9","-","-","-","-","-","8","6","9","12","8","-","8","5","-","-","6","0","-","6.9","62"
"309","Isaiah Likely","TE","BAL","14","-","-","-","0","2.2","2.6","BYE","2.8","9","3.7","3.5","2","12.5","12.5","0","0","5.7","5.2","4.4","61.7"
"310","Cedric Tillman","WR","CLE","13","16.2","10.2","5.6","1.6","-","-","-","-","BYE","3.1","8.2","1.5","0","3.3","0","1.8","5.2","3.3","4.6","60"
"310","Devin Neal","RB","NO","9","0.9","-","-","-","-","-","0.1","4.1","2.2","6.1","BYE","11.1","9.9","15.4","10.2","-","-","-","6.7","60"
"310","Charlie Smyth","K","NO","6","-","-","-","-","-","-","-","-","-","-","BYE","-","5","6","10","20","14","5","10","60"
"313","Daniel Bellinger","TE","NYG","16","2.4","0","1.6","2.3","9.2","0","17.8","3.1","-","1.8","0","0","0","BYE","6.5","0","3.1","11.8","3.7","59.6"
"314","Austin Hooper","TE","NE","16","2","6.8","4.8","3.4","0","1.5","9.1","5.8","3","0","-","6.9","0","BYE","0","5.4","9.1","1.5","3.7","59.3"
"315","Dallas Cowboys","DST","DAL","17","1","1","-1","1","7","2","15","-2","13","BYE","9","5","2","-1","1","-1","2","5","3.5","59"
"316","Isaiah Williams","WR","NYJ","15","-","0","0","-2","-","0","0","8.6","BYE","7.4","1.6","0","0","10.4","11.3","6.5","7.5","7.4","3.9","58.7"
"317","Emari Demercado","RB","ARI","13","0","0","0","10.1","6.1","0.1","-","BYE","8.8","13.4","4","-","-","-","2.1","3","4","6.7","4.5","58.3"
"318","Demarcus Robinson","WR","SF","14","-","-","-","3","6.9","6.4","0","4.5","0","6.4","2.3","1.8","0.6","BYE","5.6","10.3","5","5.4","4.2","58.2"
"319","Elijah Higgins","TE","ARI","17","1.3","6.5","1.7","0","3","5.4","1.3","BYE","6","3.9","1.1","0","3.7","1","1.3","16.1","0","5.8","3.4","58.1"
"320","Joshua Karty","K","ARI","8","2","9","17","10","6","5","5","BYE","4","-","-","-","-","-","-","-","-","-","7.3","58"
"321","Christian Kirk","WR","HOU","13","-","-","5.5","5","10.4","BYE","-","-","6.6","1.3","1.6","16.4","0","1.6","0","6.7","2.1","0.7","4.5","57.9"
